NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PUS,UNMET NEED,BULAN
754,SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,211,9,FEBRUARI
755,SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,275,25,FEBRUARI
756,SULAWESI BARAT,MAJENE,SENDANA,"LIMBORO RAMBU-
RAMBU",144,7,FEBRUARI
757,SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,246,42,FEBRUARI
758,SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,200,18,FEBRUARI
759,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,2509,334,FEBRUARI
760,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,283,33,FEBRUARI
761,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,536,50,FEBRUARI
762,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,460,30,FEBRUARI
763,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,604,60,FEBRUARI
764,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,770,80,FEBRUARI
765,SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,204,17,FEBRUARI
766,SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,82,13,FEBRUARI
767,SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,147,2,FEBRUARI
768,SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,288,26,FEBRUARI
769,SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,156,20,FEBRUARI
770,SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,170,21,FEBRUARI
771,SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,268,16,FEBRUARI
772,SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,724,89,FEBRUARI
773,SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,518,88,FEBRUARI
774,SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,211,37,FEBRUARI
775,SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,388,39,FEBRUARI
776,SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,312,39,FEBRUARI
777,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,400,92,FEBRUARI
778,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,301,27,FEBRUARI
779,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,147,13,FEBRUARI
780,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,140,18,FEBRUARI
781,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,646,76,FEBRUARI
782,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,680,24,FEBRUARI
783,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,652,28,FEBRUARI
784,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,391,23,FEBRUARI
785,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,676,31,FEBRUARI
786,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,391,24,FEBRUARI
787,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,512,59,FEBRUARI
788,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,322,60,FEBRUARI
789,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,353,27,FEBRUARI
790,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,487,62,FEBRUARI
791,SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,509,61,FEBRUARI
792,SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,487,12,FEBRUARI
793,SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,1004,125,FEBRUARI
794,SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,314,48,FEBRUARI
795,SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,240,5,FEBRUARI
796,SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,593,96,FEBRUARI
797,SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,524,27,FEBRUARI
798,SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,405,26,FEBRUARI
799,SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,244,22,FEBRUARI
800,SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,253,21,FEBRUARI
801,SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,41,2,FEBRUARI
802,SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,242,16,FEBRUARI
803,SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,133,4,FEBRUARI
804,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,564,53,FEBRUARI
805,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,829,143,FEBRUARI
806,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,659,39,FEBRUARI
807,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,558,8,FEBRUARI
808,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,399,55,FEBRUARI
809,SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,919,26,FEBRUARI
810,SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,678,86,FEBRUARI
811,SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,412,24,FEBRUARI
812,SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,108,20,FEBRUARI
813,SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,427,24,FEBRUARI
814,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,362,14,FEBRUARI
815,SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,277,11,FEBRUARI
816,SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,225,13,FEBRUARI
817,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,799,30,FEBRUARI
818,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,202,24,FEBRUARI
819,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,133,9,FEBRUARI
820,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,336,21,FEBRUARI
821,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,229,23,FEBRUARI
822,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,449,79,FEBRUARI
823,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,273,30,FEBRUARI
824,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,63,1,FEBRUARI
825,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,158,57,FEBRUARI
826,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,252,8,FEBRUARI
827,SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,3284,443,FEBRUARI
828,SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,875,55,FEBRUARI
829,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,380,39,FEBRUARI
830,SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,520,68,FEBRUARI
831,SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,408,62,FEBRUARI
832,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,516,18,FEBRUARI
833,SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,117,13,FEBRUARI
834,SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,315,28,FEBRUARI
835,SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,481,17,FEBRUARI
836,SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,469,58,FEBRUARI
837,SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,316,23,FEBRUARI
838,SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,293,22,FEBRUARI
839,SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,347,55,FEBRUARI
840,SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,218,6,FEBRUARI
841,SULAWESI BARAT,MAMUJU,TOMMO,MALINO,112,13,FEBRUARI
842,SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,549,92,FEBRUARI
843,SULAWESI BARAT,MAMUJU,TOMMO,LELING,200,6,FEBRUARI
844,SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,148,3,FEBRUARI
845,SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,201,15,FEBRUARI
846,SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,297,20,FEBRUARI
847,SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,305,30,FEBRUARI
848,SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,190,22,FEBRUARI
849,SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,577,63,FEBRUARI
850,SULAWESI BARAT,MAJENE,BANGGAE,BARU,950,61,FEBRUARI
851,SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,1547,162,FEBRUARI
852,SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,879,131,FEBRUARI
853,SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,1326,54,FEBRUARI
854,SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,563,107,FEBRUARI
855,SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,394,37,FEBRUARI
856,SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,396,28,FEBRUARI
857,SULAWESI BARAT,MAMASA,MAMASA,MAMASA,497,24,FEBRUARI
858,SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,293,4,FEBRUARI
859,SULAWESI BARAT,MAMASA,MAMASA,OSANGO,630,35,FEBRUARI
860,SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,268,9,FEBRUARI
861,SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,129,2,FEBRUARI
862,SULAWESI BARAT,MAMASA,MAMASA,TAUPE,300,17,FEBRUARI
863,SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,417,7,FEBRUARI
864,SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,340,13,FEBRUARI
865,SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,114,0,FEBRUARI
866,SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,156,4,FEBRUARI
867,SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,231,20,FEBRUARI
868,SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,154,8,FEBRUARI
869,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,1102,216,FEBRUARI
870,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,646,89,FEBRUARI
871,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBEREJO,773,57,FEBRUARI
872,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,599,39,FEBRUARI
873,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,376,19,FEBRUARI
874,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,301,21,FEBRUARI
875,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,425,39,FEBRUARI
876,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,802,43,FEBRUARI
877,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,452,53,FEBRUARI
878,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,319,5,FEBRUARI
879,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,372,38,FEBRUARI
880,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,292,3,FEBRUARI
881,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJO SARI,397,13,FEBRUARI
882,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESON,454,47,FEBRUARI
883,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,375,97,FEBRUARI
884,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,691,56,FEBRUARI
885,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,437,98,FEBRUARI
886,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,320,86,FEBRUARI
887,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,311,74,FEBRUARI
888,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,258,33,FEBRUARI
889,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,207,24,FEBRUARI
890,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,248,38,FEBRUARI
891,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,288,33,FEBRUARI
892,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,371,16,FEBRUARI
893,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,201,17,FEBRUARI
894,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,316,48,FEBRUARI
895,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,177,7,FEBRUARI
896,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,197,22,FEBRUARI
897,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,301,36,FEBRUARI
898,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TALOBA,140,18,FEBRUARI
899,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,POLLEWANI,429,74,FEBRUARI
900,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,ARABUA,178,1,FEBRUARI
901,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,155,11,FEBRUARI
902,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PODA,206,35,FEBRUARI
903,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU TUA,248,14,FEBRUARI
904,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MATANGNGA,123,12,FEBRUARI
905,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,LILLI,142,5,FEBRUARI
906,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,RANGOAN,128,4,FEBRUARI
907,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,TAPUA,213,9,FEBRUARI
908,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,118,2,FEBRUARI
909,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,97,1,FEBRUARI
910,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,KATIMBANG,112,1,FEBRUARI
911,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,MATAKALI,538,98,FEBRUARI
912,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PETAMPANUA,699,223,FEBRUARI
913,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BARUMBUNG,402,56,FEBRUARI
914,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PASIANG,686,99,FEBRUARI
915,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,TONROLIMA,431,46,FEBRUARI
916,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,572,46,FEBRUARI
917,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,228,6,FEBRUARI
918,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,855,111,FEBRUARI
919,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,484,83,FEBRUARI
920,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,554,15,FEBRUARI
921,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,708,87,FEBRUARI
922,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,855,78,FEBRUARI
923,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,598,26,FEBRUARI
924,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATE,1085,109,FEBRUARI
925,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,775,42,FEBRUARI
926,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,1043,169,FEBRUARI
927,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PELITAKAN,271,33,FEBRUARI
928,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO,411,89,FEBRUARI
929,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RAPPANG,349,41,FEBRUARI
930,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,DAKKA,330,36,FEBRUARI
931,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BATU,168,6,FEBRUARI
932,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RISO,330,79,FEBRUARI
933,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PALATTA,251,10,FEBRUARI
934,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,297,45,FEBRUARI
935,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KURRAK,97,0,FEBRUARI
936,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BUSSU,207,13,FEBRUARI
937,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TUTTULA,174,22,FEBRUARI
938,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,JAMBU MALEA,303,37,FEBRUARI
939,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KALIMBUA,272,19,FEBRUARI
940,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BANATO REJO,423,5,FEBRUARI
941,SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,153,17,FEBRUARI
942,SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,478,73,FEBRUARI
943,SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,163,0,FEBRUARI
944,SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,219,24,FEBRUARI
945,SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,160,1,FEBRUARI
946,SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,121,11,FEBRUARI
947,SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,123,14,FEBRUARI
948,SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,141,2,FEBRUARI
949,SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,192,15,FEBRUARI
950,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,633,12,FEBRUARI
951,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,785,76,FEBRUARI
952,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,693,41,FEBRUARI
953,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,334,85,FEBRUARI
954,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,478,68,FEBRUARI
955,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,1115,109,FEBRUARI
956,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,370,25,FEBRUARI
957,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,211,8,FEBRUARI
958,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,280,34,FEBRUARI
959,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,444,45,FEBRUARI
960,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,214,8,FEBRUARI
961,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,512,36,FEBRUARI
962,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,341,14,FEBRUARI
963,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,PAPPANDANGAN,301,11,FEBRUARI
964,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KUNYI,275,5,FEBRUARI
965,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALANIPA,453,87,FEBRUARI
966,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMMAJARRA,283,27,FEBRUARI
967,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMANGGALLE,340,47,FEBRUARI
968,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,MOSSO,114,10,FEBRUARI
969,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,GALUNG TULUK,509,104,FEBRUARI
970,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,420,74,FEBRUARI
971,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,835,50,FEBRUARI
972,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,826,131,FEBRUARI
973,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,69,11,FEBRUARI
974,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,195,24,FEBRUARI
975,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,91,22,FEBRUARI
976,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,231,31,FEBRUARI
977,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,348,23,FEBRUARI
978,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,210,10,FEBRUARI
979,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,188,6,FEBRUARI
980,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,270,17,FEBRUARI
981,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,107,26,FEBRUARI
982,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,103,6,FEBRUARI
983,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,197,15,FEBRUARI
984,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,140,33,FEBRUARI
985,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,150,14,FEBRUARI
986,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,180,1,FEBRUARI
987,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,384,36,FEBRUARI
988,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,494,108,FEBRUARI
989,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,478,154,FEBRUARI
990,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,510,107,FEBRUARI
991,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,527,83,FEBRUARI
992,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,259,10,FEBRUARI
993,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,622,167,FEBRUARI
994,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,648,126,FEBRUARI
995,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,472,210,FEBRUARI
996,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,651,110,FEBRUARI
997,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,254,23,FEBRUARI
998,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,458,26,FEBRUARI
999,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,837,43,FEBRUARI
1000,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,444,38,FEBRUARI
1001,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,339,66,FEBRUARI
1002,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,241,38,FEBRUARI
1003,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,156,18,FEBRUARI
1004,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,389,34,FEBRUARI
1005,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,489,97,FEBRUARI
1006,SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,404,72,FEBRUARI
1007,SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,522,58,FEBRUARI
1008,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,585,72,FEBRUARI
1009,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,302,9,FEBRUARI
1010,SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,362,13,FEBRUARI
1011,SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,394,13,FEBRUARI
1012,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,442,16,FEBRUARI
1013,SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,305,36,FEBRUARI
1014,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,220,31,FEBRUARI
1015,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,264,2,FEBRUARI
1016,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,279,83,FEBRUARI
1017,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,385,116,FEBRUARI
1018,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,459,76,FEBRUARI
1019,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,550,56,FEBRUARI
1020,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,323,21,FEBRUARI
1021,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,251,41,FEBRUARI
1022,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,352,43,FEBRUARI
1023,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,221,18,FEBRUARI
1024,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONRA,406,108,FEBRUARI
1025,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SATTOKO,105,8,FEBRUARI
1026,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RAPPANG BARAT,429,23,FEBRUARI
1027,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,LANDI KANUSUANG,552,50,FEBRUARI
1028,SULAWESI BARAT,MAMASA,NOSU,NOSU,113,13,FEBRUARI
1029,SULAWESI BARAT,MAMASA,NOSU,MINANGA,44,4,FEBRUARI
