PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;LATITUDE;LONGITUDE;PUS;Kampung KB;Rumah DataKU;BKB;BKR;BKL;UPPKA;PIK-R
SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;-24.577.124;119.183.963;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;-23.398.221;1.191.745.264;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;-23.804.436;1.192.667.616;1;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;-23.104.295;1.191.769.346;1;Ada;Ada;Ada;Tidak ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;-23.157.601;1.191.511.763;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;-2.345.529;1.192.187.125;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;-23.718.508;1.192.373.636;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;-23.198.474;1.192.001.783;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;-22.830.744;1.192.410.087;1;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;-23.155.688;1.192.990.928;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;-22.908.906;1.192.714.331;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;-23.161.346;1.192.348.712;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;-22.886.459;1.193.012.347;1;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;-23.097.512;1.193.278.658;1;Ada;Ada;Ada;Ada;Tidak ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;MALINO;-22.642.238;1.192.968.038;1;Ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;-22.798.004;1.193.618.112;1;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;LELING;-22.431.533;1.194.250.019;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;-23.122.457;1.192.103.347;1;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;-22.346.853;1.193.858.703;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;-22.128.725;119.377.939;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;-21.692.081;1.194.613.781;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;-23.539.382;1.192.655.394;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;-26.777.515;1.188.624.556;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;-2.658.175;118.846.047;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;-27.827.113;1.188.625.562;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;-27.357.649;1.188.479.831;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;-26.523.691;1.188.032.842;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;-27.518.017;1.188.539.149;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;-26.785.595;1.187.852.828;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;-27.155.265;1.188.607.557;1;Ada;Ada;Ada;Ada;Tidak ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;-28.539.876;1.187.984.658;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;-27.440.806;1.187.829.325;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;-2.802.492;118.766.544;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;-2.856.681;118.830.725;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;-2.781.059;118.819.418;1;Ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;-2.760.769;118.806.072;1;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;-28.505.286;1.188.132.102;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;-25.480.353;1.192.974.481;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;-25.288.975;1.193.489.011;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;-2.710.187;119.342.692;1;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;-2.478.117;119.330.236;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;-2.492.735;119.389.995;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;-2.468.849;119.422.429;1;Ada;Tidak ada;Ada;Tidak ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;-2.611.795;119.239.265;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;-258.261;119.266.192;1;Ada;Ada;Ada;Tidak ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;-2.612.189;119.393.995;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;-22.226.651;116.984.027;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;-24.675.921;117.363.742;1;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
