PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_BKR,BULAN
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,1,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,1,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,KALAMA,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,MASUPU,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,1,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,1,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,1,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,1,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,1,JANUARI
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,1,JANUARI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,1,JANUARI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,1,JANUARI
