PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PUNYA BADUTA,PUNYA BALITA,PUS,PUS HAMIL,AIR MINUM,TEMPAT BUANG AIR,TERLALU MUDA,TERLALU TUA,TERLALU DEKAT,TERLALU BANYAK,KRS
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,107,222,825,19,12,21,12,196,11,236,840
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,57,117,542,11,3,6,7,132,10,160,493
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,91,144,558,19,23,48,13,126,10,161,534
SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,30,76,238,10,25,5,2,51,6,101,198
SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,27,55,193,14,11,1,7,34,8,89,155
SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,66,92,285,9,24,5,7,58,8,113,210
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,49,117,385,18,6,0,12,88,15,136,295
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,51,65,226,10,128,0,7,47,8,91,78
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,64,133,333,21,17,0,17,55,10,169,260
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,45,89,237,7,18,3,5,58,5,102,166
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,24,24,96,4,0,4,5,21,2,41,74
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,45,72,216,14,1,0,1,46,1,65,199
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,92,166,535,25,3,0,7,114,6,169,499
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,53,87,375,12,10,0,5,93,4,107,317
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KUNYI,51,68,302,6,98,0,2,68,2,88,174
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,PAPPANDANGAN,46,81,310,10,38,0,3,60,4,70,244
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,184,285,847,52,32,15,35,166,21,271,557
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALANIPA,120,156,471,20,25,59,16,95,13,170,248
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,GALUNG TULUK,91,186,555,28,212,32,6,117,8,228,207
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,18,26,71,4,0,18,0,18,2,26,60
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,46,61,203,4,83,39,8,38,4,74,97
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,MOSSO,14,36,118,2,1,3,1,20,0,24,94
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,10,19,91,5,27,1,2,28,2,36,35
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,220,309,844,58,56,35,14,173,22,345,588
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,99,162,430,20,12,2,3,97,12,187,318
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMANGGALLE,57,160,363,14,15,18,11,81,10,141,221
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMMAJARRA,78,121,298,21,9,16,11,59,7,132,212
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,98,166,590,33,84,22,5,140,8,221,463
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,25,57,284,5,6,8,1,72,2,85,240
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,67,246,837,14,71,12,5,213,8,299,821
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,22,52,220,7,2,2,1,69,2,79,192
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,102,157,500,20,2,9,7,109,12,204,402
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,96,121,372,15,23,30,10,88,7,120,371
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,50,150,499,17,5,38,3,113,5,194,497
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,30,91,353,8,8,22,1,82,2,131,271
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,108,140,465,15,15,76,8,95,4,157,432
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,152,270,819,38,21,80,13,182,18,297,719
SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,31,40,152,2,0,0,6,30,2,29,125
SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,16,31,168,18,0,1,5,37,0,58,153
SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,32,40,200,7,0,1,7,35,0,39,163
SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,47,57,225,5,15,16,12,49,5,68,129
SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,2,27,125,0,17,23,0,19,2,37,88
SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,33,50,181,4,1,47,3,34,2,62,164
SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,51,133,479,0,52,55,7,114,8,122,292
SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,5,21,113,1,9,8,8,17,2,26,81
SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,25,35,144,4,0,28,7,23,2,23,136
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,67,144,497,20,3,69,1,136,16,198,364
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,34,113,423,7,11,1,4,96,5,151,341
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,73,119,361,24,0,60,20,83,4,102,323
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,131,201,678,25,18,104,15,142,4,227,536
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,62,163,554,16,10,12,6,115,10,169,425
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,96,146,457,26,0,3,12,102,10,148,314
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,57,139,412,18,0,3,9,108,5,147,331
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,133,191,529,27,6,0,13,120,14,234,407
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,112,215,643,15,13,0,10,136,15,221,459
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,95,202,531,23,3,106,7,118,20,225,384
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,29,66,262,15,94,5,5,62,3,68,118
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,31,35,125,2,2,0,1,16,5,25,95
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,40,77,248,18,163,2,4,58,8,109,150
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,129,142,433,23,0,7,15,95,14,167,242
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,54,84,280,10,1,2,4,69,2,121,201
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,40,172,527,40,3,2,5,122,13,214,402
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,144,226,833,36,248,4,30,161,8,284,346
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,63,109,282,21,0,1,8,60,8,100,176
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,61,108,361,10,235,4,2,90,10,153,135
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,58,85,246,9,158,24,6,74,9,114,70
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,77,106,306,11,18,0,5,69,3,97,195
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,51,61,194,7,140,1,1,44,8,79,51
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,22,39,112,7,6,0,6,18,5,48,54
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,47,66,207,8,95,10,6,49,7,74,81
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,39,58,164,12,30,4,7,29,4,65,96
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,36,63,209,10,36,8,4,45,5,93,154
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,48,77,221,10,4,0,1,48,6,85,137
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,37,35,154,3,16,2,2,34,3,57,72
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,31,38,118,6,101,1,2,26,11,49,9
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,102,176,590,27,22,71,6,122,18,253,428
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,51,132,519,14,59,3,9,109,7,143,248
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,41,121,450,3,111,4,3,95,8,183,232
SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,68,89,331,17,33,12,11,81,3,116,248
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,97,137,425,26,2,102,17,97,4,129,343
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,92,134,394,13,2,12,7,79,12,179,314
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,26,80,277,10,1,16,5,58,7,113,246
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,59,93,321,13,11,33,11,76,10,110,264
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,44,86,242,7,87,8,12,39,4,88,74
SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,80,110,421,22,25,44,27,91,4,130,265
SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,99,163,542,20,23,61,16,129,11,209,270
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,57,107,352,7,12,1,2,74,5,116,263
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,33,62,260,9,8,0,4,61,5,101,202
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONRA,29,131,378,14,21,0,0,97,5,155,251
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,26,95,324,11,11,1,3,63,6,126,332
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,55,173,572,21,83,0,7,123,11,225,376
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,LANDI KANUSUANG,71,149,532,17,187,0,12,117,8,156,397
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,28,71,267,1,0,0,0,67,1,117,182
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RAPPANG BARAT,57,144,428,8,0,13,1,84,5,159,415
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,58,114,432,9,38,6,4,95,9,127,271
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SATTOKO,26,30,111,4,0,0,1,18,1,32,94
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,30,62,221,2,4,2,1,44,3,75,184
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,63,112,390,15,8,3,3,99,2,150,254
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BARUMBUNG,80,142,419,24,10,10,2,109,15,144,321
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,49,82,236,5,3,3,8,62,5,79,189
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,87,163,593,20,34,0,13,144,6,135,587
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,MATAKALI,64,146,547,16,7,3,2,147,8,168,498
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PASIANG,92,191,682,19,23,7,7,147,9,219,523
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PETAMPANUA,22,171,788,28,7,44,3,194,16,263,440
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,TONROLIMA,87,128,456,21,23,18,7,107,4,137,439
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,25,26,95,2,65,0,2,25,2,13,27
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,KATIMBANG,16,27,115,6,29,3,4,22,1,29,83
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,LILLI,23,27,146,6,1,0,8,23,1,30,127
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,19,34,120,4,14,0,11,16,2,18,92
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MATANGNGA,21,28,130,3,2,18,3,25,5,26,112
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,RANGOAN,11,23,128,3,18,5,1,30,1,30,93
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,TAPUA,26,60,200,11,109,21,10,50,3,59,67
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,151,302,1067,27,11,30,12,264,20,440,878
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,96,223,751,20,6,32,7,176,17,261,585
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATE,129,328,1174,14,53,10,8,295,22,427,824
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,124,255,742,21,27,73,6,198,18,272,594
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,58,120,610,13,4,0,2,148,6,213,587
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,157,277,889,31,9,19,11,193,16,327,712
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,78,184,586,21,44,11,7,148,12,223,386
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,151,284,874,64,0,26,11,201,6,319,613
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,84,160,508,22,0,68,4,113,17,203,481
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BANATO REJO,50,104,423,11,86,3,4,63,0,65,368
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BATU,29,38,176,5,30,11,5,39,0,38,145
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BUSSU,37,68,212,8,7,1,8,45,0,67,294
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,DAKKA,52,89,349,15,1,17,5,86,5,84,307
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,JAMBU MALEA,60,106,309,12,16,3,6,63,8,108,267
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KALIMBUA,29,67,265,8,2,43,8,61,1,50,230
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KURRAK,14,21,99,0,3,0,2,29,2,26,69
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PALATTA,23,76,265,3,15,1,1,66,6,68,192
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PELITAKAN,33,75,280,11,106,3,0,74,3,85,375
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RAPPANG,68,122,373,16,20,0,7,86,3,102,296
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RISO,21,80,348,13,17,13,2,88,3,103,239
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO,50,109,432,9,8,0,5,100,6,107,300
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,57,101,307,15,42,0,2,56,7,95,214
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TUTTULA,26,53,174,11,8,2,5,32,4,50,148
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,45,90,208,15,14,33,1,52,9,85,150
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,68,107,312,15,92,28,7,70,5,133,180
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,109,240,715,23,36,5,14,167,13,277,445
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,81,131,344,24,255,53,2,80,12,147,71
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,68,92,272,15,188,7,5,73,8,104,64
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,57,97,276,13,191,81,0,82,4,132,75
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,95,174,465,20,470,1,1,100,13,194,32
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,75,129,393,21,188,43,2,105,17,151,140
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,22,78,374,10,27,5,6,92,1,86,303
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,ARABUA,31,48,183,18,10,2,6,39,6,52,158
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,11,45,180,4,0,0,4,45,1,76,135
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,26,16,163,5,18,0,4,39,0,40,92
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,36,77,315,10,50,0,4,72,3,88,231
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,13,32,201,7,147,0,0,38,3,73,52
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PODA,34,75,231,4,23,2,1,65,7,101,139
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,POLLEWANI,62,105,455,9,2,4,14,78,8,139,351
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,0,50,334,0,120,1,7,56,2,136,135
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TALOBA,14,61,139,9,6,80,1,35,8,81,107
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,26,56,287,7,90,0,4,69,6,115,75
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU TUA,8,55,247,6,52,0,6,60,5,85,131
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,4,47,212,9,3,4,5,42,0,94,178
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJO SARI,47,93,418,13,1,8,11,85,2,64,380
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,55,98,317,13,6,0,10,65,5,98,236
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,36,75,304,12,0,0,1,80,2,93,261
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,80,110,561,12,4,1,5,121,3,74,505
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,54,89,343,13,4,0,5,79,2,59,314
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,73,144,423,16,3,2,6,135,8,125,371
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESON,97,151,482,20,5,67,4,121,5,135,433
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,63,74,396,21,4,0,2,77,3,36,376
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,75,139,449,21,21,12,10,78,10,133,331
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,97,215,877,12,0,3,5,214,11,258,660
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,86,187,669,21,6,0,5,159,3,165,558
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,91,207,860,25,2,21,1,188,8,198,853
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBEREJO,89,211,812,38,3,5,7,178,3,118,780
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,78,118,392,19,5,0,9,91,4,96,337
