NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PA,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,KB MODERN,KB TRADISIONAL,BULAN
418,SULAWESI BARAT,MAMASA,MAMASA,TAUPE,233,54,23,7,145,0,1,3,0,233,0,JANUARI
419,SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,168,48,51,7,56,4,0,1,0,167,1,JANUARI
420,SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,246,85,80,13,50,11,0,6,0,245,1,JANUARI
421,SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,47,11,15,0,15,1,0,1,0,43,4,JANUARI
422,SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,110,52,21,0,33,2,0,2,0,110,0,JANUARI
423,SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,114,28,25,8,46,4,0,2,0,113,1,JANUARI
424,SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,119,17,5,2,80,1,1,2,0,108,11,JANUARI
425,SULAWESI BARAT,MAMASA,ARALLE,ARALLE,107,39,54,1,10,1,0,2,0,107,0,JANUARI
426,SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,28,7,14,0,6,0,0,1,0,28,0,JANUARI
427,SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,69,60,9,0,0,0,0,0,0,69,0,JANUARI
428,SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,54,19,19,0,7,3,0,5,0,53,1,JANUARI
429,SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,43,25,17,0,1,0,0,0,0,43,0,JANUARI
430,SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,32,8,22,1,1,0,0,0,0,32,0,JANUARI
431,SULAWESI BARAT,MAMASA,ARALLE,BARURU,90,69,19,0,1,0,0,0,1,90,0,JANUARI
432,SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,42,21,15,0,4,1,0,1,0,42,0,JANUARI
433,SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,21,13,8,0,0,0,0,0,0,21,0,JANUARI
434,SULAWESI BARAT,MAMASA,ARALLE,KALABE,59,32,26,0,0,0,0,1,0,59,0,JANUARI
435,SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,27,11,14,0,1,0,0,1,0,27,0,JANUARI
436,SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,24,14,7,0,3,0,0,0,0,24,0,JANUARI
437,SULAWESI BARAT,MAMASA,BALLA,BALLA,144,28,24,2,79,6,0,4,0,143,1,JANUARI
438,SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,88,37,12,1,37,0,0,1,0,88,0,JANUARI
439,SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,123,39,7,4,65,5,0,3,0,123,0,JANUARI
440,SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,72,23,14,1,34,0,0,0,0,72,0,JANUARI
441,SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,145,40,14,0,84,5,0,2,0,145,0,JANUARI
442,SULAWESI BARAT,MAMASA,BALLA,PIDARA,52,17,10,0,22,0,0,1,0,50,2,JANUARI
443,SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,56,25,8,0,23,0,0,0,0,56,0,JANUARI
444,SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,30,7,2,0,16,1,0,4,0,30,0,JANUARI
445,SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,34,20,12,0,1,0,0,1,0,34,0,JANUARI
446,SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,39,23,7,0,9,0,0,0,0,39,0,JANUARI
447,SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,116,87,22,2,4,0,0,1,0,116,0,JANUARI
448,SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,56,28,13,0,11,0,0,0,0,52,4,JANUARI
449,SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,70,29,32,0,9,0,0,0,0,70,0,JANUARI
450,SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,75,37,9,0,28,0,0,0,0,74,1,JANUARI
451,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,57,21,36,0,0,0,0,0,0,57,0,JANUARI
452,SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,102,37,11,0,50,1,0,3,0,102,0,JANUARI
453,SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,43,28,14,0,1,0,0,0,0,43,0,JANUARI
454,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,134,87,16,0,24,3,0,2,0,132,2,JANUARI
455,SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,46,11,27,0,5,2,0,0,1,46,0,JANUARI
456,SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,34,9,18,0,3,1,0,0,0,31,3,JANUARI
457,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,51,13,31,0,0,0,0,0,0,44,7,JANUARI
458,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,59,32,22,0,2,1,0,2,0,59,0,JANUARI
459,SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,134,57,35,0,35,1,0,4,0,132,2,JANUARI
460,SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,45,19,25,0,1,0,0,0,0,45,0,JANUARI
461,SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,31,4,27,0,0,0,0,0,0,31,0,JANUARI
462,SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,26,3,2,3,17,0,0,1,0,26,0,JANUARI
463,SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,32,19,7,1,1,2,0,1,1,32,0,JANUARI
464,SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,47,35,11,0,1,0,0,0,0,47,0,JANUARI
465,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,100,21,52,2,17,3,1,3,1,100,0,JANUARI
466,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,107,31,60,0,15,1,0,0,0,107,0,JANUARI
467,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,38,4,22,0,11,0,0,0,1,38,0,JANUARI
468,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,49,24,19,0,3,0,0,3,0,49,0,JANUARI
469,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,45,17,26,0,1,0,0,1,0,45,0,JANUARI
470,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,73,11,58,0,3,0,0,1,0,73,0,JANUARI
471,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,66,13,46,1,1,0,0,2,2,65,1,JANUARI
472,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,104,36,36,0,22,2,1,1,1,99,5,JANUARI
473,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,41,6,33,0,1,0,0,1,0,41,0,JANUARI
474,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,34,8,20,0,2,2,0,2,0,34,0,JANUARI
475,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,55,13,39,0,1,0,0,1,0,54,1,JANUARI
476,SULAWESI BARAT,MAMASA,MAMBI,MAMBI,59,33,20,1,4,1,0,0,0,59,0,JANUARI
477,SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,100,79,4,3,8,3,0,2,0,99,1,JANUARI
478,SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,46,11,29,1,2,1,0,1,0,45,1,JANUARI
479,SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,29,16,4,1,7,0,0,1,0,29,0,JANUARI
480,SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,29,16,13,0,0,0,0,0,0,29,0,JANUARI
481,SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,71,47,18,5,0,0,0,0,0,70,1,JANUARI
482,SULAWESI BARAT,MAMASA,MAMBI,SENDANA,120,56,52,0,12,0,0,0,0,120,0,JANUARI
483,SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,34,27,6,0,1,0,0,0,0,34,0,JANUARI
484,SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,78,17,61,0,0,0,0,0,0,78,0,JANUARI
485,SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,21,16,5,0,0,0,0,0,0,21,0,JANUARI
486,SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,17,6,11,0,0,0,0,0,0,17,0,JANUARI
487,SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,16,2,5,0,1,8,0,0,0,16,0,JANUARI
488,SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,36,11,23,0,1,0,0,1,0,36,0,JANUARI
489,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,44,18,16,1,7,0,0,2,0,44,0,JANUARI
490,SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,59,28,17,0,12,0,1,1,0,59,0,JANUARI
491,SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,52,22,17,1,11,0,0,1,0,52,0,JANUARI
492,SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,51,11,25,1,13,0,0,1,0,51,0,JANUARI
493,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,79,32,20,0,24,0,0,3,0,79,0,JANUARI
494,SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,62,17,26,0,15,0,0,4,0,62,0,JANUARI
495,SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,41,24,11,0,6,0,0,0,0,41,0,JANUARI
496,SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,38,18,9,0,11,0,0,0,0,38,0,JANUARI
497,SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,32,17,8,0,6,0,0,1,0,32,0,JANUARI
498,SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,33,14,10,0,8,0,0,1,0,33,0,JANUARI
499,SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,27,13,3,0,11,0,0,0,0,27,0,JANUARI
500,SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,31,11,14,0,4,0,0,2,0,31,0,JANUARI
501,SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,164,88,71,0,4,0,0,1,0,164,0,JANUARI
502,SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,82,45,19,0,18,0,0,0,0,82,0,JANUARI
503,SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,81,44,34,0,3,0,0,0,0,81,0,JANUARI
504,SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,41,17,24,0,0,0,0,0,0,41,0,JANUARI
505,SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,84,22,61,0,1,0,0,0,0,84,0,JANUARI
506,SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,48,29,17,0,2,0,0,0,0,48,0,JANUARI
507,SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,40,14,12,0,14,0,0,0,0,40,0,JANUARI
508,SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,48,23,20,0,4,0,0,1,0,48,0,JANUARI
509,SULAWESI BARAT,MAMASA,NOSU,NOSU,70,6,34,1,16,6,0,4,0,67,3,JANUARI
510,SULAWESI BARAT,MAMASA,NOSU,MINANGA,7,2,3,0,2,0,0,0,0,7,0,JANUARI
511,SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,39,15,17,0,6,0,0,0,1,39,0,JANUARI
512,SULAWESI BARAT,MAMASA,NOSU,MASEWWE,6,2,0,0,4,0,0,0,0,6,0,JANUARI
513,SULAWESI BARAT,MAMASA,NOSU,SIWI,5,3,1,0,0,1,0,0,0,5,0,JANUARI
514,SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,2,1,0,0,1,0,0,0,0,2,0,JANUARI
515,SULAWESI BARAT,MAMASA,NOSU,PARINDING,10,0,8,0,2,0,0,0,0,10,0,JANUARI
516,SULAWESI BARAT,MAMASA,PANA,PANA,50,20,23,0,5,1,0,0,1,50,0,JANUARI
517,SULAWESI BARAT,MAMASA,PANA,MANIPI,117,69,38,2,6,1,0,0,0,116,1,JANUARI
518,SULAWESI BARAT,MAMASA,PANA,MAMULLU,53,13,34,0,5,1,0,0,0,53,0,JANUARI
519,SULAWESI BARAT,MAMASA,PANA,SAPAN,51,12,38,0,1,0,0,0,0,51,0,JANUARI
520,SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,82,29,40,0,13,0,0,0,0,82,0,JANUARI
521,SULAWESI BARAT,MAMASA,PANA,PANURA,58,11,46,0,1,0,0,0,0,58,0,JANUARI
522,SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,68,30,35,0,3,0,0,0,0,68,0,JANUARI
523,SULAWESI BARAT,MAMASA,PANA,KARAKA,39,13,26,0,0,0,0,0,0,39,0,JANUARI
524,SULAWESI BARAT,MAMASA,PANA,ULUSALU,44,4,40,0,0,0,0,0,0,44,0,JANUARI
525,SULAWESI BARAT,MAMASA,PANA,WERI,37,7,28,0,2,0,0,0,0,37,0,JANUARI
526,SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,43,2,41,0,0,0,0,0,0,43,0,JANUARI
527,SULAWESI BARAT,MAMASA,PANA,SALOAN,91,27,61,0,2,0,0,0,0,90,1,JANUARI
528,SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,46,20,24,0,2,0,0,0,0,46,0,JANUARI
529,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,94,43,12,0,31,7,0,1,0,94,0,JANUARI
530,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,111,46,25,0,37,0,0,0,1,109,2,JANUARI
531,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,100,68,19,0,11,0,0,0,0,98,2,JANUARI
532,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,133,47,68,0,16,1,0,1,0,133,0,JANUARI
533,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,22,7,8,0,7,0,0,0,0,22,0,JANUARI
534,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,66,40,20,0,5,0,0,1,0,66,0,JANUARI
535,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,112,63,7,0,40,1,0,1,0,112,0,JANUARI
536,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,50,11,13,0,26,0,0,0,0,50,0,JANUARI
537,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,159,28,14,1,83,19,0,4,4,153,6,JANUARI
538,SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,48,6,5,0,33,1,0,0,0,45,3,JANUARI
539,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,33,11,7,1,11,1,0,2,0,33,0,JANUARI
540,SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,89,16,19,0,50,0,0,1,0,86,3,JANUARI
541,SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,44,7,20,0,15,1,0,1,0,44,0,JANUARI
542,SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,50,24,7,0,19,0,0,0,0,50,0,JANUARI
543,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,55,16,4,0,16,19,0,0,0,55,0,JANUARI
544,SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,77,20,3,0,53,0,0,0,1,77,0,JANUARI
545,SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,20,6,1,0,12,0,0,1,0,20,0,JANUARI
546,SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,29,11,0,0,5,12,0,0,0,28,1,JANUARI
547,SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,154,54,40,4,35,6,0,11,0,150,4,JANUARI
548,SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,68,15,16,0,35,0,0,2,0,68,0,JANUARI
549,SULAWESI BARAT,MAMASA,SUMARORONG,BATANG  URU,85,33,35,0,14,1,0,1,0,84,1,JANUARI
550,SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,156,48,81,0,18,8,0,0,0,155,1,JANUARI
551,SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,22,1,12,0,8,1,0,0,0,22,0,JANUARI
552,SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,61,18,25,0,17,0,0,1,0,61,0,JANUARI
553,SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,95,28,62,0,5,0,0,0,0,95,0,JANUARI
554,SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,116,57,32,0,24,1,0,2,0,116,0,JANUARI
555,SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,51,12,29,0,5,1,0,4,0,51,0,JANUARI
556,SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,164,86,26,1,38,5,0,7,0,163,1,JANUARI
557,SULAWESI BARAT,MAMASA,TABANG,TABANG,116,26,68,0,21,1,0,0,0,116,0,JANUARI
558,SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,89,38,33,0,7,1,0,5,0,84,5,JANUARI
559,SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,161,75,57,1,26,2,0,0,0,161,0,JANUARI
560,SULAWESI BARAT,MAMASA,TABANG,MASUPU,59,13,43,1,1,0,0,0,1,59,0,JANUARI
561,SULAWESI BARAT,MAMASA,TABANG,KALAMA,68,18,24,0,7,3,0,1,0,53,15,JANUARI
562,SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,125,18,91,0,12,1,0,3,0,125,0,JANUARI
563,SULAWESI BARAT,MAMASA,TABANG,SALUKONA,75,46,26,0,2,0,0,1,0,75,0,JANUARI
564,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,265,88,154,2,10,1,2,6,0,263,2,JANUARI
565,SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,65,15,48,0,2,0,0,0,0,65,0,JANUARI
566,SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,121,47,63,0,3,1,0,2,0,116,5,JANUARI
567,SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,51,13,37,0,1,0,0,0,0,51,0,JANUARI
568,SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,37,6,29,0,2,0,0,0,0,37,0,JANUARI
569,SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,166,36,125,0,4,0,1,0,0,166,0,JANUARI
570,SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,19,5,14,0,0,0,0,0,0,19,0,JANUARI
571,SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,92,24,64,0,2,0,1,1,0,92,0,JANUARI
572,SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,75,52,22,0,0,0,0,1,0,75,0,JANUARI
573,SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,128,36,91,0,1,0,0,0,0,128,0,JANUARI
574,SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,47,14,27,0,5,0,0,1,0,47,0,JANUARI
575,SULAWESI BARAT,MAMASA,TABULAHAN,PEU',46,11,35,0,0,0,0,0,0,46,0,JANUARI
576,SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,28,10,9,0,5,1,0,3,0,28,0,JANUARI
577,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,68,28,36,0,1,0,0,2,0,67,1,JANUARI
578,SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,65,18,5,0,38,2,0,2,0,65,0,JANUARI
579,SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,44,21,10,0,5,7,0,1,0,44,0,JANUARI
580,SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,125,70,12,1,40,1,0,1,0,125,0,JANUARI
581,SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,104,67,11,1,22,1,0,2,0,104,0,JANUARI
582,SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,155,56,60,0,29,5,0,2,1,153,2,JANUARI
583,SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,70,23,1,0,46,0,0,0,0,70,0,JANUARI
584,SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,118,50,32,0,35,0,0,0,0,117,1,JANUARI
585,SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,156,18,14,0,120,3,0,1,0,156,0,JANUARI
586,SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,86,20,19,1,43,2,1,0,0,86,0,JANUARI
587,SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,67,29,9,0,27,1,0,1,0,67,0,JANUARI
588,SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,83,40,38,0,4,0,0,1,0,83,0,JANUARI
589,SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,109,38,30,0,29,9,0,1,0,107,2,JANUARI
590,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,230,114,45,0,56,6,0,7,0,228,2,JANUARI
591,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,155,69,39,2,37,1,0,2,0,150,5,JANUARI
592,SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,159,48,44,0,67,0,0,0,0,159,0,JANUARI
593,SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,117,21,19,1,68,5,0,2,0,116,1,JANUARI
594,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,327,141,70,10,88,6,0,10,1,326,1,JANUARI
595,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,304,178,53,12,51,2,0,7,1,304,0,JANUARI
596,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,877,388,235,25,172,21,4,22,0,867,10,JANUARI
597,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,241,84,81,1,59,1,0,14,0,240,1,JANUARI
598,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,760,210,210,5,270,20,1,11,2,729,31,JANUARI
599,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,178,72,54,3,39,2,1,5,0,176,2,JANUARI
600,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,97,51,27,2,10,2,0,3,0,95,2,JANUARI
601,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,256,96,54,1,82,7,0,7,0,247,9,JANUARI
602,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,173,61,37,3,68,1,0,2,0,172,1,JANUARI
603,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,133,33,43,7,35,4,1,9,0,132,1,JANUARI
604,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,71,29,15,8,15,0,0,4,0,71,0,JANUARI
605,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,177,61,43,1,60,4,0,3,0,172,5,JANUARI
606,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,305,144,57,5,87,6,1,5,0,305,0,JANUARI
607,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,57,29,17,5,6,0,0,0,0,57,0,JANUARI
608,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,109,39,34,2,34,0,0,0,0,109,0,JANUARI
609,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,104,39,14,0,37,1,0,7,0,98,6,JANUARI
610,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,94,28,29,0,29,1,1,1,2,91,3,JANUARI
611,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,558,338,107,10,78,8,1,11,3,556,2,JANUARI
612,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,177,61,30,0,68,2,0,11,0,172,5,JANUARI
613,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,277,174,17,6,68,4,0,0,1,270,7,JANUARI
614,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,317,133,81,13,76,6,1,7,0,317,0,JANUARI
615,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,144,42,29,0,71,0,0,2,0,144,0,JANUARI
616,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,201,102,24,0,66,2,0,7,0,201,0,JANUARI
617,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,177,133,25,0,12,1,0,1,0,172,5,JANUARI
618,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,167,89,43,1,20,0,0,7,0,160,7,JANUARI
619,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,218,94,55,0,59,6,0,4,0,218,0,JANUARI
620,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,56,29,9,0,18,0,0,0,0,56,0,JANUARI
621,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,35,20,4,0,10,0,0,1,0,35,0,JANUARI
622,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,232,105,64,5,30,4,0,11,0,219,13,JANUARI
623,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,689,256,191,14,112,32,1,11,1,618,71,JANUARI
624,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,274,138,53,2,55,13,0,11,0,272,2,JANUARI
625,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,206,83,28,17,55,14,1,3,0,201,5,JANUARI
626,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,242,133,19,14,64,5,0,3,0,238,4,JANUARI
627,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,15,11,2,0,2,0,0,0,0,15,0,JANUARI
628,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,369,140,81,9,67,3,1,8,2,311,58,JANUARI
629,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,175,90,35,2,28,15,4,1,0,175,0,JANUARI
630,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,269,93,72,2,91,5,0,4,0,267,2,JANUARI
631,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,58,39,2,0,15,0,0,1,0,57,1,JANUARI
632,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,74,22,20,7,18,4,0,3,0,74,0,JANUARI
633,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,146,81,5,6,46,5,0,1,2,146,0,JANUARI
