NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PA,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,KB MODERN,KB TRADISIONAL,BULAN
1034,SULAWESI BARAT,MAMASA,MAMBI,MAMBI,81,46,22,2,10,1,0,0,0,81,0,FEBRUARI
1035,SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,120,89,13,4,9,2,0,2,0,119,1,FEBRUARI
1036,SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,59,17,31,0,8,1,0,1,0,58,1,FEBRUARI
1037,SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,36,17,5,2,7,0,0,5,0,36,0,FEBRUARI
1038,SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,36,14,20,0,1,0,0,0,0,35,1,FEBRUARI
1039,SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,116,78,31,6,0,0,0,0,0,115,1,FEBRUARI
1040,SULAWESI BARAT,MAMASA,MAMBI,SENDANA,156,63,76,3,14,0,0,0,0,156,0,FEBRUARI
1041,SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,51,42,6,3,0,0,0,0,0,51,0,FEBRUARI
1042,SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,125,30,95,0,0,0,0,0,0,125,0,FEBRUARI
1043,SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,45,24,18,0,3,0,0,0,0,45,0,FEBRUARI
1044,SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,79,25,48,0,6,0,0,0,0,79,0,FEBRUARI
1045,SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,29,12,10,0,1,6,0,0,0,29,0,FEBRUARI
1046,SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,86,26,49,0,9,1,0,1,0,86,0,FEBRUARI
1047,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,56,21,16,1,16,0,0,2,0,56,0,FEBRUARI
1048,SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,65,28,12,0,23,0,1,1,0,65,0,FEBRUARI
1049,SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,54,22,14,3,14,0,0,1,0,54,0,FEBRUARI
1050,SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,62,17,24,1,19,0,0,1,0,62,0,FEBRUARI
1051,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,92,36,22,0,32,0,0,2,0,92,0,FEBRUARI
1052,SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,72,18,27,0,23,0,0,4,0,72,0,FEBRUARI
1053,SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,46,22,16,0,8,0,0,0,0,46,0,FEBRUARI
1054,SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,40,20,10,0,10,0,0,0,0,40,0,FEBRUARI
1055,SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,37,17,9,0,10,0,0,1,0,37,0,FEBRUARI
1056,SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,31,12,10,0,8,0,0,1,0,31,0,FEBRUARI
1057,SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,27,13,3,0,11,0,0,0,0,27,0,FEBRUARI
1058,SULAWESI BARAT,MAMASA,BALLA,BALLA,166,19,27,1,92,13,0,12,1,165,1,FEBRUARI
1059,SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,91,45,13,0,32,0,0,1,0,91,0,FEBRUARI
1060,SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,149,57,14,4,62,9,0,3,0,149,0,FEBRUARI
1061,SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,111,38,27,1,43,1,0,1,0,111,0,FEBRUARI
1062,SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,155,55,13,0,84,1,0,2,0,155,0,FEBRUARI
1063,SULAWESI BARAT,MAMASA,BALLA,PIDARA,62,21,10,0,29,1,0,1,0,62,0,FEBRUARI
1064,SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,64,27,16,0,21,0,0,0,0,64,0,FEBRUARI
1065,SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,37,7,2,0,24,1,0,3,0,37,0,FEBRUARI
1066,SULAWESI BARAT,MAMASA,ARALLE,ARALLE,112,40,60,2,6,1,0,3,0,112,0,FEBRUARI
1067,SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,37,8,21,0,6,0,0,2,0,37,0,FEBRUARI
1068,SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,73,57,16,0,0,0,0,0,0,73,0,FEBRUARI
1069,SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,74,26,28,0,11,3,0,5,0,73,1,FEBRUARI
1070,SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,68,29,38,0,1,0,0,0,0,68,0,FEBRUARI
1071,SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,52,12,33,3,4,0,0,0,0,52,0,FEBRUARI
1072,SULAWESI BARAT,MAMASA,ARALLE,BARURU,91,64,25,0,1,0,0,0,1,91,0,FEBRUARI
1073,SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,41,20,16,0,4,0,0,1,0,41,0,FEBRUARI
1074,SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,36,12,21,2,1,0,0,0,0,36,0,FEBRUARI
1075,SULAWESI BARAT,MAMASA,ARALLE,KALABE,63,22,39,0,2,0,0,0,0,63,0,FEBRUARI
1076,SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,29,10,17,0,1,0,0,1,0,29,0,FEBRUARI
1077,SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,35,16,13,0,6,0,0,0,0,35,0,FEBRUARI
1078,SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,43,18,21,0,3,0,0,1,0,43,0,FEBRUARI
1079,SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,45,18,14,0,13,0,0,0,0,45,0,FEBRUARI
1080,SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,124,90,21,4,8,0,0,1,0,124,0,FEBRUARI
1081,SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,64,26,19,0,14,1,0,0,0,60,4,FEBRUARI
1082,SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,78,33,37,0,8,0,0,0,0,78,0,FEBRUARI
1083,SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,115,55,21,9,28,1,0,0,0,114,1,FEBRUARI
1084,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,61,26,35,0,0,0,0,0,0,61,0,FEBRUARI
1085,SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,105,35,12,0,54,1,0,3,0,105,0,FEBRUARI
1086,SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,56,26,27,0,3,0,0,0,0,56,0,FEBRUARI
1087,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,133,85,17,0,24,3,0,3,0,132,1,FEBRUARI
1088,SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,51,12,22,0,15,2,0,0,0,51,0,FEBRUARI
1089,SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,37,10,21,0,2,1,0,0,0,34,3,FEBRUARI
1090,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,62,10,44,1,0,0,0,0,0,55,7,FEBRUARI
1091,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,63,38,21,0,2,1,0,1,0,63,0,FEBRUARI
1092,SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,134,50,39,0,40,0,0,4,0,133,1,FEBRUARI
1093,SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,57,20,36,0,1,0,0,0,0,57,0,FEBRUARI
1094,SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,30,3,27,0,0,0,0,0,0,30,0,FEBRUARI
1095,SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,31,4,1,3,22,0,0,1,0,31,0,FEBRUARI
1096,SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,34,18,10,1,2,2,0,1,0,34,0,FEBRUARI
1097,SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,53,37,16,0,0,0,0,0,0,53,0,FEBRUARI
1098,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,130,28,67,1,25,4,0,4,0,129,1,FEBRUARI
1099,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,117,66,43,0,7,0,0,1,0,117,0,FEBRUARI
1100,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,55,9,33,0,13,0,0,0,0,55,0,FEBRUARI
1101,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,55,23,22,1,7,0,0,2,0,55,0,FEBRUARI
1102,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,55,17,35,1,1,0,0,1,0,55,0,FEBRUARI
1103,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,77,11,61,0,4,0,0,1,0,77,0,FEBRUARI
1104,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,51,29,21,0,1,0,0,0,0,51,0,FEBRUARI
1105,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,121,41,48,0,22,3,1,1,1,117,4,FEBRUARI
1106,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,48,15,31,0,1,0,0,1,0,48,0,FEBRUARI
1107,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,38,9,22,0,3,2,0,2,0,38,0,FEBRUARI
1108,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,95,27,57,0,3,0,0,1,0,88,7,FEBRUARI
1109,SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,147,51,41,5,31,6,0,11,0,145,2,FEBRUARI
1110,SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,92,22,36,0,33,0,0,1,0,92,0,FEBRUARI
1111,SULAWESI BARAT,MAMASA,SUMARORONG,BATANG  URU,93,38,39,0,13,2,0,1,0,93,0,FEBRUARI
1112,SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,157,52,84,1,12,7,0,0,0,156,1,FEBRUARI
1113,SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,51,12,33,0,6,0,0,0,0,51,0,FEBRUARI
1114,SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,93,28,46,0,18,0,0,1,0,93,0,FEBRUARI
1115,SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,101,26,68,1,6,0,0,0,0,101,0,FEBRUARI
1116,SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,121,61,39,0,19,0,0,2,0,121,0,FEBRUARI
1117,SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,65,28,26,0,9,1,0,1,0,65,0,FEBRUARI
1118,SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,165,84,25,3,39,5,0,8,0,164,1,FEBRUARI
1119,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,209,39,22,2,115,20,0,4,3,205,4,FEBRUARI
1120,SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,65,12,6,0,43,1,0,0,0,62,3,FEBRUARI
1121,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,43,18,7,0,15,1,0,2,0,43,0,FEBRUARI
1122,SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,100,24,23,0,47,2,0,1,0,97,3,FEBRUARI
1123,SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,49,7,25,0,15,1,0,1,0,49,0,FEBRUARI
1124,SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,70,34,13,0,23,0,0,0,0,70,0,FEBRUARI
1125,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,68,18,12,0,19,19,0,0,0,68,0,FEBRUARI
1126,SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,73,18,6,0,48,0,0,0,1,73,0,FEBRUARI
1127,SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,27,6,3,0,17,0,0,1,0,27,0,FEBRUARI
1128,SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,41,17,3,0,11,9,0,0,0,40,1,FEBRUARI
1129,SULAWESI BARAT,MAMASA,PANA,PANA,59,13,38,2,5,1,0,0,0,59,0,FEBRUARI
1130,SULAWESI BARAT,MAMASA,PANA,MANIPI,122,62,47,3,7,1,0,1,0,121,1,FEBRUARI
1131,SULAWESI BARAT,MAMASA,PANA,MAMULLU,63,13,38,0,10,1,0,1,0,63,0,FEBRUARI
1132,SULAWESI BARAT,MAMASA,PANA,SAPAN,55,18,12,0,25,0,0,0,0,55,0,FEBRUARI
1133,SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,79,27,39,1,11,0,0,1,0,79,0,FEBRUARI
1134,SULAWESI BARAT,MAMASA,PANA,PANURA,61,13,43,0,5,0,0,0,0,61,0,FEBRUARI
1135,SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,72,21,39,4,7,0,0,1,0,72,0,FEBRUARI
1136,SULAWESI BARAT,MAMASA,PANA,KARAKA,56,23,26,0,6,0,0,1,0,56,0,FEBRUARI
1137,SULAWESI BARAT,MAMASA,PANA,ULUSALU,49,4,44,0,0,1,0,0,0,49,0,FEBRUARI
1138,SULAWESI BARAT,MAMASA,PANA,WERI,51,7,36,2,4,1,0,1,0,51,0,FEBRUARI
1139,SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,45,1,44,0,0,0,0,0,0,45,0,FEBRUARI
1140,SULAWESI BARAT,MAMASA,PANA,SALOAN,98,29,57,0,11,0,0,0,0,97,1,FEBRUARI
1141,SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,52,34,18,0,0,0,0,0,0,52,0,FEBRUARI
1142,SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,280,87,45,22,66,12,0,45,1,278,2,FEBRUARI
1143,SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,127,39,31,0,40,10,0,4,2,126,1,FEBRUARI
1144,SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,207,79,18,12,68,11,1,18,0,207,0,FEBRUARI
1145,SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,234,57,38,18,83,11,0,25,0,232,2,FEBRUARI
1146,SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,255,57,104,5,40,24,0,19,2,251,4,FEBRUARI
1147,SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,219,77,66,1,58,4,0,10,2,218,1,FEBRUARI
1148,SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,123,35,37,10,25,6,0,7,0,120,3,FEBRUARI
1149,SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,94,33,29,13,7,6,0,6,0,94,0,FEBRUARI
1150,SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,198,69,38,2,66,16,1,5,1,198,0,FEBRUARI
1151,SULAWESI BARAT,MAMUJU,TAPALANG,BELA,49,33,8,0,8,0,0,0,0,49,0,FEBRUARI
1152,SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,251,94,85,2,56,4,0,9,0,250,1,FEBRUARI
1153,SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,170,74,25,1,54,4,0,11,1,170,0,FEBRUARI
1154,SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,66,33,10,6,11,0,0,6,0,66,0,FEBRUARI
1155,SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,71,41,22,0,8,0,0,0,0,71,0,FEBRUARI
1156,SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,781,455,159,16,69,52,1,16,4,772,9,FEBRUARI
1157,SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,628,323,171,40,47,28,1,14,0,624,4,FEBRUARI
1158,SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,859,448,123,39,95,61,2,30,0,798,61,FEBRUARI
1159,SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,708,309,160,36,51,73,2,30,1,662,46,FEBRUARI
1160,SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,398,235,78,14,51,5,0,15,0,398,0,FEBRUARI
1161,SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,468,351,60,1,28,11,0,14,0,465,3,FEBRUARI
1162,SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,494,167,215,1,56,6,0,28,3,476,18,FEBRUARI
1163,SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,188,134,34,0,14,3,0,3,0,188,0,FEBRUARI
1164,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,445,234,127,11,47,4,0,11,0,434,11,FEBRUARI
1165,SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,755,454,199,4,66,5,2,22,0,752,3,FEBRUARI
1166,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,680,227,181,8,188,24,1,29,0,658,22,FEBRUARI
1167,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,261,124,72,5,33,3,0,19,0,256,5,FEBRUARI
1168,SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,270,120,77,1,65,1,0,4,1,269,1,FEBRUARI
1169,SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,552,309,94,2,133,3,0,10,1,552,0,FEBRUARI
1170,SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,378,174,114,2,74,2,0,12,0,378,0,FEBRUARI
1171,SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,368,146,133,3,74,1,1,7,1,366,2,FEBRUARI
1172,SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,234,68,130,1,28,1,0,4,0,232,2,FEBRUARI
1173,SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,193,78,39,2,62,3,1,8,0,193,0,FEBRUARI
1174,SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,166,50,81,0,33,0,0,1,0,165,1,FEBRUARI
1175,SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,126,83,35,1,7,0,0,0,0,126,0,FEBRUARI
1176,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,479,285,64,1,123,2,0,4,0,479,0,FEBRUARI
1177,SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,228,115,73,9,18,0,0,11,1,227,1,FEBRUARI
1178,SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,165,51,77,4,23,1,0,3,0,159,6,FEBRUARI
1179,SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,86,30,34,1,21,0,0,0,0,86,0,FEBRUARI
1180,SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,212,12,172,3,20,1,0,2,0,210,2,FEBRUARI
1181,SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,45,6,29,0,9,0,0,1,0,45,0,FEBRUARI
1182,SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,134,48,55,2,28,1,0,0,0,134,0,FEBRUARI
1183,SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,72,15,42,1,13,0,0,1,0,72,0,FEBRUARI
1184,SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,100,11,82,4,2,0,0,1,0,100,0,FEBRUARI
1185,SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,104,27,31,7,33,1,0,3,0,102,2,FEBRUARI
1186,SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,114,22,89,1,0,0,0,2,0,114,0,FEBRUARI
1187,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,249,122,38,0,72,8,0,7,0,247,2,FEBRUARI
1188,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,168,69,49,2,43,1,0,1,0,165,3,FEBRUARI
1189,SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,209,80,52,0,77,0,0,0,0,209,0,FEBRUARI
1190,SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,140,27,34,5,66,4,0,3,0,139,1,FEBRUARI
1191,SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,77,22,6,1,44,2,0,2,0,77,0,FEBRUARI
1192,SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,52,24,12,0,7,6,0,3,0,52,0,FEBRUARI
1193,SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,142,79,18,1,42,1,0,1,0,142,0,FEBRUARI
1194,SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,107,72,11,1,20,1,0,2,0,107,0,FEBRUARI
1195,SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,156,58,57,0,32,4,0,2,1,154,2,FEBRUARI
1196,SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,68,26,1,0,41,0,0,0,0,68,0,FEBRUARI
1197,SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,123,55,27,0,41,0,0,0,0,123,0,FEBRUARI
1198,SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,151,21,15,0,111,3,0,1,0,151,0,FEBRUARI
1199,SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,86,24,16,1,42,2,1,0,0,86,0,FEBRUARI
1200,SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,73,29,14,0,28,1,0,1,0,73,0,FEBRUARI
1201,SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,94,44,44,0,5,0,0,1,0,94,0,FEBRUARI
1202,SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,119,44,26,0,37,9,0,1,0,117,2,FEBRUARI
1203,SULAWESI BARAT,MAMASA,TABANG,TABANG,75,28,12,2,6,26,0,1,0,75,0,FEBRUARI
1204,SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,95,34,27,1,24,1,0,3,0,90,5,FEBRUARI
1205,SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,157,69,44,1,40,2,0,0,1,157,0,FEBRUARI
1206,SULAWESI BARAT,MAMASA,TABANG,MASUPU,79,8,65,1,4,0,0,0,1,79,0,FEBRUARI
1207,SULAWESI BARAT,MAMASA,TABANG,KALAMA,69,10,24,0,21,3,0,1,0,59,10,FEBRUARI
1208,SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,88,19,55,0,12,1,0,1,0,88,0,FEBRUARI
1209,SULAWESI BARAT,MAMASA,TABANG,SALUKONA,97,45,45,0,7,0,0,0,0,97,0,FEBRUARI
1210,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,277,96,153,2,16,2,1,7,0,277,0,FEBRUARI
1211,SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,67,18,48,0,1,0,0,0,0,67,0,FEBRUARI
1212,SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,141,63,68,0,3,1,0,2,0,137,4,FEBRUARI
1213,SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,60,21,35,0,1,1,0,2,0,60,0,FEBRUARI
1214,SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,35,9,25,0,1,0,0,0,0,35,0,FEBRUARI
1215,SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,177,52,120,0,4,0,1,0,0,177,0,FEBRUARI
1216,SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,34,12,20,0,2,0,0,0,0,34,0,FEBRUARI
1217,SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,98,25,67,0,4,0,1,1,0,98,0,FEBRUARI
1218,SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,100,62,37,0,0,0,0,1,0,100,0,FEBRUARI
1219,SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,139,42,93,0,4,0,0,0,0,139,0,FEBRUARI
1220,SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,53,14,32,0,7,0,0,0,0,53,0,FEBRUARI
1221,SULAWESI BARAT,MAMASA,TABULAHAN,PEU',53,19,34,0,0,0,0,0,0,53,0,FEBRUARI
1222,SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,42,11,23,0,5,1,0,2,0,42,0,FEBRUARI
1223,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,76,36,35,0,1,0,0,3,0,75,1,FEBRUARI
1224,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,95,41,18,0,29,6,0,1,0,95,0,FEBRUARI
1225,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,109,44,25,0,37,0,0,0,1,107,2,FEBRUARI
1226,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,94,63,17,0,13,0,0,0,0,93,1,FEBRUARI
1227,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,121,33,65,0,21,1,0,1,0,121,0,FEBRUARI
1228,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,22,5,12,0,5,0,0,0,0,22,0,FEBRUARI
1229,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,72,44,22,0,6,0,0,0,0,72,0,FEBRUARI
1230,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,110,66,7,0,35,1,0,1,0,110,0,FEBRUARI
1231,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,55,15,15,0,25,0,0,0,0,55,0,FEBRUARI
1232,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,254,67,54,11,115,3,0,3,0,253,1,FEBRUARI
1233,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,219,60,87,13,42,5,2,10,0,219,0,FEBRUARI
1234,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,92,28,22,12,19,7,0,4,0,92,0,FEBRUARI
1235,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,228,71,49,4,93,4,0,4,0,225,3,FEBRUARI
1236,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,428,217,61,2,126,11,0,8,3,428,0,FEBRUARI
1237,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,150,49,46,11,39,1,0,1,3,150,0,FEBRUARI
1238,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,126,46,33,2,42,1,0,2,0,126,0,FEBRUARI
1239,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,250,77,59,6,93,3,0,9,0,247,3,FEBRUARI
1240,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,129,50,38,1,37,2,1,0,0,129,0,FEBRUARI
1241,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,588,285,95,10,161,20,2,14,0,587,1,FEBRUARI
1242,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,240,103,31,0,94,3,0,7,0,238,2,FEBRUARI
